,school_name,district_name,county_name,enroll12,numtsttakr12,numerwbenchmark12,pcterwbenchmark12,nummathbenchmark12,pctmathbenchmark12,enroll11,numtsttakr11,numerwbenchmark11,pcterwbenchmark11,nummathbenchmark11,pctmathbenchmark11,totnumbothbenchmark12,pctbothbenchmark12,totnumbothbenchmark11,pctbothbenchmark11,year
1199,Engineering and Technology Academy at Esteban E. Torres High No. 3,Los Angeles Unified,Los Angeles,72.0,48.0,12.0,25.0,4.0,8.33,79.0,77.0,17.0,22.08,10.0,12.99,3.0,6.25,8.0,10.39,2018-19
1202,Pacific High,San Bernardino City Unified,San Bernardino,263.0,87.0,35.0,40.23,13.0,14.94,267.0,181.0,55.0,30.39,25.0,13.81,13.0,14.94,21.0,11.6,2018-19
1203,High Tech High Media Arts,San Diego Unified,San Diego,90.0,47.0,28.0,59.57,14.0,29.79,97.0,61.0,48.0,78.69,33.0,54.1,13.0,27.66,33.0,54.1,2018-19
1204,King-Chavez Community High,San Diego Unified,San Diego,87.0,34.0,6.0,17.65,0.0,0.0,103.0,30.0,7.0,23.33,7.0,23.33,0.0,0.0,4.0,13.33,2018-19
1205,Middle College High,Lodi Unified,San Joaquin,61.0,43.0,40.0,93.02,36.0,83.72,64.0,44.0,43.0,97.73,41.0,93.18,35.0,81.4,41.0,93.18,2018-19
1206,Red Bluff High,Red Bluff Joint Union High,Tehama,320.0,46.0,35.0,76.09,30.0,65.22,381.0,70.0,56.0,80.0,53.0,75.71,29.0,63.04,48.0,68.57,2018-19
1207,Public Service Community at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,141.0,33.0,14.0,42.42,3.0,9.09,120.0,104.0,20.0,19.23,14.0,13.46,2.0,6.06,13.0,12.5,2018-19
1209,Rio Americano High,San Juan Unified,Sacramento,385.0,138.0,123.0,89.13,93.0,67.39,475.0,198.0,185.0,93.43,166.0,83.84,90.0,65.22,162.0,81.82,2018-19
1210,Weber Institute,Stockton Unified,San Joaquin,108.0,30.0,18.0,60.0,8.0,26.67,95.0,30.0,25.0,83.33,9.0,30.0,8.0,26.67,9.0,30.0,2018-19
1211,Alpha Cindy Avitia High,East Side Union High,Santa Clara,89.0,88.0,49.0,55.68,44.0,50.0,80.0,74.0,29.0,39.19,17.0,22.97,39.0,44.32,17.0,22.97,2018-19
1212,Vallejo High,Vallejo City Unified,Solano,361.0,69.0,37.0,53.62,15.0,21.74,415.0,48.0,25.0,52.08,14.0,29.17,13.0,18.84,11.0,22.92,2018-19
1214,El Molino High,West Sonoma County Union High,Sonoma,131.0,43.0,38.0,88.37,30.0,69.77,154.0,48.0,46.0,95.83,42.0,87.5,28.0,65.12,40.0,83.33,2018-19
1215,Gilroy High,Gilroy Unified,Santa Clara,374.0,126.0,83.0,65.87,55.0,43.65,402.0,125.0,96.0,76.8,72.0,57.6,50.0,39.68,68.0,54.4,2018-19
1216,Granite Hills High,Porterville Unified,Tulare,302.0,67.0,35.0,52.24,12.0,17.91,294.0,82.0,46.0,56.1,28.0,34.15,11.0,16.42,26.0,31.71,2018-19
1217,Monache High,Porterville Unified,Tulare,464.0,112.0,69.0,61.61,44.0,39.29,460.0,107.0,82.0,76.64,61.0,57.01,41.0,36.61,55.0,51.4,2018-19
1219,Dinuba High,Dinuba Unified,Tulare,423.0,115.0,67.0,58.26,37.0,32.17,478.0,93.0,63.0,67.74,48.0,51.61,35.0,30.43,44.0,47.31,2018-19
1220,Live Oak High,Morgan Hill Unified,Santa Clara,261.0,96.0,81.0,84.38,59.0,61.46,292.0,95.0,85.0,89.47,68.0,71.58,58.0,60.42,67.0,70.53,2018-19
1221,Healdsburg High,Healdsburg Unified,Sonoma,139.0,47.0,39.0,82.98,29.0,61.7,125.0,49.0,39.0,79.59,29.0,59.18,28.0,59.57,29.0,59.18,2018-19
1222,Windsor High,Windsor Unified,Sonoma,394.0,140.0,121.0,86.43,79.0,56.43,429.0,153.0,140.0,91.5,102.0,66.67,75.0,53.57,98.0,64.05,2018-19
1223,Condor High,Oxnard Union High,Ventura,214.0,61.0,10.0,16.39,2.0,3.28,248.0,58.0,16.0,27.59,1.0,1.72,2.0,3.28,1.0,1.72,2018-19
1224,Oxnard High,Oxnard Union High,Ventura,596.0,395.0,204.0,51.65,115.0,29.11,686.0,571.0,271.0,47.46,156.0,27.32,103.0,26.08,144.0,25.22,2018-19
1225,Escondido Charter High,Escondido Union High,San Diego,210.0,73.0,66.0,90.41,53.0,72.6,207.0,74.0,64.0,86.49,58.0,78.38,52.0,71.23,57.0,77.03,2018-19
1229,Balboa High,San Francisco Unified,San Francisco,306.0,159.0,112.0,70.44,89.0,55.97,293.0,126.0,101.0,80.16,97.0,76.98,79.0,49.69,90.0,71.43,2018-19
1230,Gateway High,San Francisco Unified,San Francisco,112.0,64.0,37.0,57.81,25.0,39.06,118.0,64.0,45.0,70.31,36.0,56.25,24.0,37.5,34.0,53.13,2018-19
1231,Fred C. Beyer High,Modesto City High,Stanislaus,397.0,101.0,83.0,82.18,56.0,55.45,395.0,66.0,59.0,89.39,46.0,69.7,56.0,55.45,44.0,66.67,2018-19
1232,Ceiba College Preparatory Academy,Pajaro Valley Unified,Santa Cruz,63.0,34.0,14.0,41.18,6.0,17.65,57.0,53.0,31.0,58.49,13.0,24.53,6.0,17.65,12.0,22.64,2018-19
1233,Rancho Bernardo High,Poway Unified,San Diego,597.0,272.0,249.0,91.54,219.0,80.51,600.0,342.0,325.0,95.03,316.0,92.4,212.0,77.94,307.0,89.77,2018-19
1235,Anderson High,Anderson Union High,Shasta,128.0,17.0,11.0,64.71,9.0,52.94,123.0,19.0,13.0,68.42,9.0,47.37,9.0,52.94,7.0,36.84,2018-19
1240,Leuzinger High,Centinela Valley Union High,Los Angeles,415.0,170.0,76.0,44.71,41.0,24.12,505.0,262.0,140.0,53.44,77.0,29.39,33.0,19.41,69.0,26.34,2018-19
1242,Daniel Pearl Journalism & Communications Magnet,Los Angeles Unified,Los Angeles,71.0,42.0,35.0,83.33,20.0,47.62,88.0,87.0,63.0,72.41,27.0,31.03,20.0,47.62,27.0,31.03,2018-19
1243,Garey High,Pomona Unified,Los Angeles,399.0,125.0,65.0,52.0,42.0,33.6,422.0,109.0,71.0,65.14,42.0,38.53,37.0,29.6,37.0,33.94,2018-19
1245,Fullerton Union High,Fullerton Joint Union High,Orange,467.0,152.0,118.0,77.63,84.0,55.26,494.0,151.0,131.0,86.75,109.0,72.19,78.0,51.32,102.0,67.55,2018-19
1246,Banning High,Banning Unified,Riverside,218.0,72.0,47.0,65.28,25.0,34.72,231.0,63.0,35.0,55.56,27.0,42.86,24.0,33.33,26.0,41.27,2018-19
1248,Washington High,Fremont Unified,Alameda,457.0,180.0,158.0,87.78,139.0,77.22,475.0,219.0,213.0,97.26,201.0,91.78,134.0,74.44,201.0,91.78,2018-19
1250,Kerman High,Kerman Unified,Fresno,382.0,102.0,66.0,64.71,38.0,37.25,340.0,139.0,90.0,64.75,40.0,28.78,37.0,36.27,37.0,26.62,2018-19
1251,Renaissance High School for the Arts,Long Beach Unified,Los Angeles,99.0,61.0,38.0,62.3,15.0,24.59,110.0,100.0,55.0,55.0,17.0,17.0,15.0,24.59,16.0,16.0,2018-19
1252,Colony High,Chaffey Joint Union High,San Bernardino,539.0,213.0,128.0,60.09,79.0,37.09,533.0,177.0,147.0,83.05,106.0,59.89,71.0,33.33,103.0,58.19,2018-19
1254,Eureka Senior High,Eureka City Schools,Humboldt,266.0,58.0,48.0,82.76,33.0,56.9,257.0,56.0,41.0,73.21,39.0,69.64,32.0,55.17,34.0,60.71,2018-19
1255,Opportunities for Learning - Baldwin Park,Baldwin Park Unified,Los Angeles,613.0,145.0,80.0,55.17,24.0,16.55,829.0,144.0,81.0,56.25,33.0,22.92,23.0,15.86,28.0,19.44,2018-19
1256,Bassett Senior High,Bassett Unified,Los Angeles,254.0,91.0,56.0,61.54,35.0,38.46,225.0,57.0,38.0,66.67,23.0,40.35,29.0,31.87,21.0,36.84,2018-19
1258,Kearny Eng Innov & Design,San Diego Unified,San Diego,60.0,34.0,23.0,67.65,14.0,41.18,86.0,26.0,16.0,61.54,14.0,53.85,13.0,38.24,12.0,46.15,2018-19
1259,Clovis North High,Clovis Unified,Fresno,576.0,244.0,233.0,95.49,199.0,81.56,610.0,318.0,300.0,94.34,275.0,86.48,196.0,80.33,269.0,84.59,2018-19
1262,Dr. Maya Angelou Community High,Los Angeles Unified,Los Angeles,147.0,97.0,27.0,27.84,6.0,6.19,234.0,224.0,28.0,12.5,6.0,2.68,6.0,6.19,4.0,1.79,2018-19
1263,South High,Torrance Unified,Los Angeles,550.0,226.0,210.0,92.92,192.0,84.96,505.0,246.0,230.0,93.5,218.0,88.62,187.0,82.74,210.0,85.37,2018-19
1264,Buhach Colony High,Merced Union High,Merced,412.0,137.0,90.0,65.69,52.0,37.96,508.0,143.0,105.0,73.43,60.0,41.96,45.0,32.85,58.0,40.56,2018-19
1265,Del Campo High,San Juan Unified,Sacramento,371.0,95.0,79.0,83.16,43.0,45.26,412.0,74.0,68.0,91.89,58.0,78.38,41.0,43.16,57.0,77.03,2018-19
1267,San Diego SCPA,San Diego Unified,San Diego,165.0,96.0,79.0,82.29,48.0,50.0,203.0,85.0,69.0,81.18,51.0,60.0,46.0,47.92,51.0,60.0,2018-19
1268,Hayward High,Hayward Unified,Alameda,355.0,135.0,79.0,58.52,53.0,39.26,383.0,75.0,60.0,80.0,43.0,57.33,46.0,34.07,40.0,53.33,2018-19
1269,Arcata High,Northern Humboldt Union High,Humboldt,210.0,58.0,54.0,93.1,40.0,68.97,219.0,83.0,71.0,85.54,61.0,73.49,40.0,68.97,60.0,72.29,2018-19
1272,Animo Venice Charter High,Los Angeles Unified,Los Angeles,132.0,24.0,16.0,66.67,10.0,41.67,160.0,134.0,69.0,51.49,37.0,27.61,10.0,41.67,32.0,23.88,2018-19
1273,Orthopaedic Hospital,Los Angeles Unified,Los Angeles,168.0,134.0,87.0,64.93,44.0,32.84,180.0,189.0,112.0,59.26,68.0,35.98,39.0,29.1,62.0,32.8,2018-19
1274,Orange Vista High,Val Verde Unified,Riverside,407.0,385.0,107.0,27.79,45.0,11.69,622.0,585.0,241.0,41.2,81.0,13.85,37.0,9.61,70.0,11.97,2018-19
1276,Livermore High,Livermore Valley Joint Unified,Alameda,437.0,132.0,118.0,89.39,101.0,76.52,480.0,171.0,169.0,98.83,144.0,84.21,97.0,73.48,144.0,84.21,2018-19
1278,Central City Value,Los Angeles Unified,Los Angeles,105.0,83.0,28.0,33.73,11.0,13.25,98.0,48.0,27.0,56.25,12.0,25.0,10.0,12.05,11.0,22.92,2018-19
1279,San Juan Hills High,Capistrano Unified,Orange,580.0,204.0,184.0,90.2,142.0,69.61,601.0,205.0,192.0,93.66,176.0,85.85,139.0,68.14,173.0,84.39,2018-19
1280,Aliso Niguel High,Capistrano Unified,Orange,749.0,235.0,220.0,93.62,199.0,84.68,789.0,338.0,327.0,96.75,303.0,89.64,195.0,82.98,300.0,88.76,2018-19
1281,Pleasant Grove High,Elk Grove Unified,Sacramento,556.0,228.0,209.0,91.67,191.0,83.77,624.0,305.0,292.0,95.74,282.0,92.46,187.0,82.02,274.0,89.84,2018-19
1282,Sunnyside High,Fresno Unified,Fresno,620.0,193.0,78.0,40.41,35.0,18.13,647.0,502.0,211.0,42.03,82.0,16.33,31.0,16.06,70.0,13.94,2018-19
1283,Arroyo High,El Monte Union High,Los Angeles,544.0,221.0,168.0,76.02,143.0,64.71,471.0,213.0,161.0,75.59,152.0,71.36,134.0,60.63,135.0,63.38,2018-19
1284,El Rancho High,El Rancho Unified,Los Angeles,592.0,266.0,164.0,61.65,95.0,35.71,548.0,174.0,124.0,71.26,90.0,51.72,85.0,31.95,82.0,47.13,2018-19
1286,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,48.0,32.0,26.0,81.25,14.0,43.75,54.0,28.0,24.0,85.71,16.0,57.14,14.0,43.75,16.0,57.14,2018-19
1289,Huntington Park Senior High,Los Angeles Unified,Los Angeles,301.0,130.0,41.0,31.54,14.0,10.77,343.0,311.0,96.0,30.87,45.0,14.47,13.0,10.0,32.0,10.29,2018-19
1292,Desert Mirage High,Coachella Valley Unified,Riverside,459.0,125.0,57.0,45.6,23.0,18.4,470.0,123.0,62.0,50.41,36.0,29.27,21.0,16.8,32.0,26.02,2018-19
1295,Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,Los Angeles,90.0,55.0,23.0,41.82,4.0,7.27,71.0,71.0,11.0,15.49,6.0,8.45,3.0,5.45,4.0,5.63,2018-19
1296,Alliance Ted K. Tajima High,Los Angeles Unified,Los Angeles,59.0,57.0,28.0,49.12,19.0,33.33,111.0,108.0,50.0,46.3,34.0,31.48,17.0,29.82,29.0,26.85,2018-19
1298,Lodi High,Lodi Unified,San Joaquin,508.0,153.0,133.0,86.93,110.0,71.9,517.0,112.0,101.0,90.18,94.0,83.93,107.0,69.93,88.0,78.57,2018-19
1299,Central Valley High,Gateway Unified,Shasta,133.0,24.0,16.0,66.67,11.0,45.83,135.0,20.0,17.0,85.0,16.0,80.0,10.0,41.67,16.0,80.0,2018-19
1301,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,224.0,92.0,87.0,94.57,79.0,85.87,254.0,103.0,96.0,93.2,94.0,91.26,78.0,84.78,91.0,88.35,2018-19
1302,Bert Corona Charter High,Los Angeles Unified,Los Angeles,43.0,29.0,8.0,27.59,4.0,13.79,78.0,66.0,18.0,27.27,9.0,13.64,3.0,10.34,6.0,9.09,2018-19
1303,Dominguez High,Compton Unified,Los Angeles,391.0,101.0,36.0,35.64,12.0,11.88,404.0,320.0,122.0,38.13,41.0,12.81,10.0,9.9,39.0,12.19,2018-19
1304,Palm Springs High,Palm Springs Unified,Riverside,418.0,182.0,114.0,62.64,59.0,32.42,372.0,124.0,92.0,74.19,61.0,49.19,56.0,30.77,57.0,45.97,2018-19
1307,Cupertino High,Fremont Union High,Santa Clara,625.0,234.0,219.0,93.59,208.0,88.89,551.0,344.0,341.0,99.13,337.0,97.97,203.0,86.75,335.0,97.38,2018-19
1309,School for the Visual Arts and Humanities,Los Angeles Unified,Los Angeles,87.0,64.0,25.0,39.06,5.0,7.81,94.0,87.0,23.0,26.44,13.0,14.94,3.0,4.69,8.0,9.2,2018-19
1313,Ripon High,Ripon Unified,San Joaquin,190.0,72.0,62.0,86.11,35.0,48.61,225.0,96.0,88.0,91.67,70.0,72.92,34.0,47.22,69.0,71.88,2018-19
1314,Mission Oak High,Tulare Joint Union High,Tulare,368.0,134.0,71.0,52.99,47.0,35.07,373.0,90.0,60.0,66.67,46.0,51.11,38.0,28.36,43.0,47.78,2018-19
1315,Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,138.0,138.0,58.0,42.03,36.0,26.09,149.0,144.0,86.0,59.72,67.0,46.53,31.0,22.46,59.0,40.97,2018-19
1316,South East High,Los Angeles Unified,Los Angeles,368.0,220.0,128.0,58.18,45.0,20.45,490.0,421.0,220.0,52.26,96.0,22.8,43.0,19.55,88.0,20.9,2018-19
1321,Benicia High,Benicia Unified,Solano,363.0,132.0,118.0,89.39,99.0,75.0,413.0,142.0,133.0,93.66,125.0,88.03,94.0,71.21,120.0,84.51,2018-19
1324,James Lick High,East Side Union High,Santa Clara,267.0,94.0,39.0,41.49,26.0,27.66,287.0,237.0,107.0,45.15,60.0,25.32,19.0,20.21,52.0,21.94,2018-19
1325,Mt. Pleasant High,East Side Union High,Santa Clara,307.0,106.0,82.0,77.36,53.0,50.0,326.0,290.0,149.0,51.38,87.0,30.0,49.0,46.23,74.0,25.52,2018-19
1326,Oroville High,Oroville Union High,Butte,225.0,42.0,30.0,71.43,18.0,42.86,239.0,30.0,26.0,86.67,21.0,70.0,16.0,38.1,21.0,70.0,2018-19
1328,North Salinas High,Salinas Union High,Monterey,498.0,118.0,74.0,62.71,44.0,37.29,533.0,84.0,70.0,83.33,52.0,61.9,43.0,36.44,49.0,58.33,2018-19
1331,Millennium Charter,Tracy Joint Unified,San Joaquin,128.0,69.0,51.0,73.91,37.0,53.62,128.0,33.0,30.0,90.91,27.0,81.82,34.0,49.28,27.0,81.82,2018-19
1333,El Diamante High,Visalia Unified,Tulare,461.0,100.0,82.0,82.0,55.0,55.0,507.0,81.0,73.0,90.12,57.0,70.37,53.0,53.0,56.0,69.14,2018-19
1335,Kingsburg High,Kingsburg Joint Union High,Fresno,246.0,80.0,62.0,77.5,47.0,58.75,255.0,110.0,94.0,85.45,83.0,75.45,44.0,55.0,76.0,69.09,2018-19
1336,Wasco High,Wasco Union High,Kern,391.0,183.0,80.0,43.72,48.0,26.23,394.0,29.0,20.0,68.97,17.0,58.62,40.0,21.86,16.0,55.17,2018-19
1337,Trabuco Hills High,Saddleback Valley Unified,Orange,669.0,194.0,183.0,94.33,147.0,75.77,691.0,282.0,271.0,96.1,251.0,89.01,146.0,75.26,247.0,87.59,2018-19
1339,Roseland Charter,Roseland,Sonoma,147.0,49.0,26.0,53.06,17.0,34.69,173.0,101.0,71.0,70.3,44.0,43.56,16.0,32.65,41.0,40.59,2018-19
1340,Piner High,Santa Rosa High,Sonoma,338.0,86.0,67.0,77.91,34.0,39.53,324.0,50.0,44.0,88.0,31.0,62.0,33.0,38.37,31.0,62.0,2018-19
1344,John Marshall Senior High,Los Angeles Unified,Los Angeles,552.0,395.0,280.0,70.89,183.0,46.33,578.0,493.0,343.0,69.57,248.0,50.3,177.0,44.81,244.0,49.49,2018-19
1345,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,327.0,108.0,79.0,73.15,54.0,50.0,306.0,269.0,161.0,59.85,94.0,34.94,52.0,48.15,87.0,32.34,2018-19
1346,John F. Kennedy High,Los Angeles Unified,Los Angeles,463.0,245.0,157.0,64.08,83.0,33.88,544.0,506.0,269.0,53.16,177.0,34.98,78.0,31.84,162.0,32.02,2018-19
1347,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,75.0,69.0,35.0,50.72,8.0,11.59,94.0,29.0,23.0,79.31,6.0,20.69,8.0,11.59,6.0,20.69,2018-19
1351,Leland High,San Jose Unified,Santa Clara,454.0,133.0,122.0,91.73,118.0,88.72,497.0,396.0,373.0,94.19,350.0,88.38,112.0,84.21,345.0,87.12,2018-19
1353,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,343.0,105.0,69.0,65.71,44.0,41.9,383.0,60.0,46.0,76.67,30.0,50.0,39.0,37.14,28.0,46.67,2018-19
1354,Foothill Technology High,Ventura Unified,Ventura,222.0,92.0,79.0,85.87,64.0,69.57,235.0,165.0,154.0,93.33,132.0,80.0,63.0,68.48,131.0,79.39,2018-19
1355,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,294.0,73.0,34.0,46.58,13.0,17.81,328.0,92.0,53.0,57.61,37.0,40.22,11.0,15.07,34.0,36.96,2018-19
1356,Lincoln High,Lincoln Unified,San Joaquin,676.0,207.0,168.0,81.16,111.0,53.62,724.0,168.0,151.0,89.88,140.0,83.33,107.0,51.69,134.0,79.76,2018-19
1357,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,486.0,191.0,169.0,88.48,144.0,75.39,474.0,206.0,180.0,87.38,166.0,80.58,142.0,74.35,160.0,77.67,2018-19
1358,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,535.0,183.0,158.0,86.34,119.0,65.03,497.0,185.0,179.0,96.76,161.0,87.03,116.0,63.39,161.0,87.03,2018-19
1359,Lindhurst High,Marysville Joint Unified,Yuba,214.0,38.0,23.0,60.53,14.0,36.84,283.0,42.0,33.0,78.57,19.0,45.24,13.0,34.21,18.0,42.86,2018-19
1360,PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,100.0,76.0,42.0,55.26,21.0,27.63,102.0,73.0,53.0,72.6,33.0,45.21,19.0,25.0,31.0,42.47,2018-19
1361,Huntington Beach High,Huntington Beach Union High,Orange,718.0,270.0,251.0,92.96,203.0,75.19,727.0,304.0,292.0,96.05,277.0,91.12,202.0,74.81,269.0,88.49,2018-19
1362,Laguna Beach High,Laguna Beach Unified,Orange,294.0,57.0,55.0,96.49,45.0,78.95,269.0,62.0,60.0,96.77,57.0,91.94,45.0,78.95,56.0,90.32,2018-19
1366,John F. Kennedy High,Corona-Norco Unified,Riverside,232.0,89.0,76.0,85.39,50.0,56.18,206.0,93.0,86.0,92.47,68.0,73.12,50.0,56.18,66.0,70.97,2018-19
1367,Norco High,Corona-Norco Unified,Riverside,472.0,163.0,123.0,75.46,90.0,55.21,473.0,151.0,130.0,86.09,100.0,66.23,84.0,51.53,92.0,60.93,2018-19
1368,Northgate High,Mt. Diablo Unified,Contra Costa,364.0,142.0,123.0,86.62,110.0,77.46,371.0,183.0,176.0,96.17,168.0,91.8,108.0,76.06,166.0,90.71,2018-19
1370,Montebello High,Montebello Unified,Los Angeles,628.0,171.0,108.0,63.16,70.0,40.94,599.0,108.0,87.0,80.56,60.0,55.56,63.0,36.84,54.0,50.0,2018-19
1371,Da Vinci Science,Wiseburn Unified,Los Angeles,159.0,54.0,45.0,83.33,29.0,53.7,141.0,124.0,102.0,82.26,81.0,65.32,28.0,51.85,77.0,62.1,2018-19
1374,Elsinore High,Lake Elsinore Unified,Riverside,437.0,137.0,105.0,76.64,67.0,48.91,491.0,112.0,83.0,74.11,71.0,63.39,61.0,44.53,64.0,57.14,2018-19
1375,Carlsbad High,Carlsbad Unified,San Diego,525.0,189.0,168.0,88.89,142.0,75.13,558.0,264.0,250.0,94.7,223.0,84.47,139.0,73.54,219.0,82.95,2018-19
1378,California Connections Academy Southern California,Capistrano Unified,Orange,618.0,76.0,57.0,75.0,42.0,55.26,581.0,65.0,59.0,90.77,45.0,69.23,42.0,55.26,44.0,67.69,2018-19
1379,Woodcreek High,Roseville Joint Union High,Placer,537.0,182.0,167.0,91.76,151.0,82.97,521.0,201.0,189.0,94.03,168.0,83.58,146.0,80.22,167.0,83.08,2018-19
1380,Fontana High,Fontana Unified,San Bernardino,538.0,218.0,95.0,43.58,52.0,23.85,578.0,506.0,233.0,46.05,112.0,22.13,38.0,17.43,97.0,19.17,2018-19
1381,Escondido High,Escondido Union High,San Diego,580.0,191.0,122.0,63.87,64.0,33.51,532.0,163.0,118.0,72.39,69.0,42.33,63.0,32.98,65.0,39.88,2018-19
1382,Galileo High,San Francisco Unified,San Francisco,462.0,263.0,172.0,65.4,173.0,65.78,446.0,206.0,163.0,79.13,164.0,79.61,146.0,55.51,142.0,68.93,2018-19
1385,Phillip J Patino School of Entrepreneurship,Fresno Unified,Fresno,71.0,19.0,18.0,94.74,11.0,57.89,70.0,63.0,25.0,39.68,14.0,22.22,11.0,57.89,13.0,20.63,2018-19
1387,El Segundo High,El Segundo Unified,Los Angeles,292.0,140.0,132.0,94.29,95.0,67.86,286.0,173.0,168.0,97.11,151.0,87.28,92.0,65.71,150.0,86.71,2018-19
1388,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73.0,57.0,31.0,54.39,12.0,21.05,77.0,73.0,40.0,54.79,25.0,34.25,11.0,19.3,22.0,30.14,2018-19
1389,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,155.0,111.0,94.0,84.68,74.0,66.67,147.0,72.0,61.0,84.72,50.0,69.44,71.0,63.96,47.0,65.28,2018-19
1396,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,402.0,85.0,35.0,41.18,11.0,12.94,452.0,465.0,111.0,23.87,28.0,6.02,9.0,10.59,25.0,5.38,2018-19
1397,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432.0,151.0,92.0,60.93,61.0,40.4,401.0,373.0,190.0,50.94,104.0,27.88,55.0,36.42,94.0,25.2,2018-19
1398,Hollywood Senior High,Los Angeles Unified,Los Angeles,334.0,174.0,114.0,65.52,65.0,37.36,320.0,309.0,179.0,57.93,97.0,31.39,61.0,35.06,89.0,28.8,2018-19
1399,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116.0,68.0,16.0,23.53,7.0,10.29,163.0,131.0,26.0,19.85,12.0,9.16,6.0,8.82,9.0,6.87,2018-19
1400,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,86.0,19.0,16.0,84.21,10.0,52.63,90.0,19.0,17.0,89.47,13.0,68.42,10.0,52.63,13.0,68.42,2018-19
1402,San Jacinto High,San Jacinto Unified,Riverside,574.0,185.0,107.0,57.84,50.0,27.03,617.0,504.0,184.0,36.51,72.0,14.29,44.0,23.78,69.0,13.69,2018-19
1403,Castlemont High,Oakland Unified,Alameda,182.0,46.0,11.0,23.91,4.0,8.7,229.0,23.0,9.0,39.13,3.0,13.04,4.0,8.7,3.0,13.04,2018-19
1404,Oakland High,Oakland Unified,Alameda,328.0,116.0,72.0,62.07,38.0,32.76,409.0,110.0,72.0,65.45,50.0,45.45,35.0,30.17,44.0,40.0,2018-19
1407,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,587.0,143.0,95.0,66.43,59.0,41.26,673.0,105.0,76.0,72.38,67.0,63.81,56.0,39.16,61.0,58.1,2018-19
1408,Charter Oak High,Charter Oak Unified,Los Angeles,364.0,162.0,121.0,74.69,87.0,53.7,355.0,107.0,94.0,87.85,75.0,70.09,85.0,52.47,74.0,69.16,2018-19
1410,La Quinta High,Garden Grove Unified,Orange,561.0,343.0,299.0,87.17,277.0,80.76,525.0,380.0,348.0,91.58,328.0,86.32,261.0,76.09,317.0,83.42,2018-19
1412,School of Engineering & Sciences,Sacramento City Unified,Sacramento,58.0,24.0,18.0,75.0,15.0,62.5,57.0,47.0,29.0,61.7,20.0,42.55,15.0,62.5,20.0,42.55,2018-19
1413,John F. Kennedy High,Sacramento City Unified,Sacramento,537.0,187.0,127.0,67.91,103.0,55.08,505.0,453.0,276.0,60.93,164.0,36.2,92.0,49.2,149.0,32.89,2018-19
1414,Gridley High,Gridley Unified,Butte,158.0,64.0,39.0,60.94,34.0,53.13,154.0,94.0,61.0,64.89,46.0,48.94,30.0,46.88,40.0,42.55,2018-19
1416,Heritage High,Perris Union High,Riverside,610.0,229.0,145.0,63.32,57.0,24.89,719.0,197.0,129.0,65.48,74.0,37.56,56.0,24.45,70.0,35.53,2018-19
1417,John C. Kimball High,Tracy Joint Unified,San Joaquin,349.0,124.0,102.0,82.26,73.0,58.87,377.0,87.0,83.0,95.4,68.0,78.16,69.0,55.65,67.0,77.01,2018-19
1419,Bell Senior High,Los Angeles Unified,Los Angeles,575.0,318.0,164.0,51.57,82.0,25.79,554.0,543.0,228.0,41.99,123.0,22.65,75.0,23.58,113.0,20.81,2018-19
1423,California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,183.0,26.0,23.0,88.46,14.0,53.85,222.0,17.0,13.0,76.47,8.0,47.06,14.0,53.85,8.0,47.06,2018-19
1425,Lakewood High,Long Beach Unified,Los Angeles,743.0,595.0,324.0,54.45,206.0,34.62,739.0,658.0,344.0,52.28,182.0,27.66,189.0,31.76,163.0,24.77,2018-19
1426,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,543.0,223.0,115.0,51.57,74.0,33.18,514.0,434.0,177.0,40.78,104.0,23.96,69.0,30.94,92.0,21.2,2018-19
1427,North Hollywood Senior High,Los Angeles Unified,Los Angeles,573.0,242.0,161.0,66.53,99.0,40.91,545.0,533.0,309.0,57.97,194.0,36.4,91.0,37.6,186.0,34.9,2018-19
1428,Sylmar Charter High,Los Angeles Unified,Los Angeles,361.0,182.0,89.0,48.9,53.0,29.12,352.0,317.0,129.0,40.69,69.0,21.77,45.0,24.73,60.0,18.93,2018-19
